VERSION,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81
0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,0x82,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,0x82,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,0x82,0x82,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,0x82,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,0x82,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,0x82,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,,,,,,,,,0x82,,,,,,,,,,,,,,,,,,,,,,,,,,0x81,0x81,0x81
0x81,0x81,13,14,,,,13,14,,,,13,14,,,,13,14,,,,13,14,,,,13,14,,,,13,14,,,0x81,0x81,0x81
0x81,0x81,15,15,,,,15,15,,,,15,15,,,,15,15,,,,15,15,,,,15,15,,,,15,15,,,0x81,0x81,0x81
0x81,0x81,15,15,,20,,15,15,0x82,20,,15,15,,20,,15,15,,20,,15,15,,20,,15,15,,20,,15,15,,20,0x81,0x81,0x81
0x81,0x81,15,15,,,,15,15,,,,15,15,,,,15,15,,,,15,15,,,,15,15,,,,15,15,,,0x81,0x81,0x81
0x81,0x81,15,15,,,,15,15,,,,15,15,,,,15,15,,,,15,15,,,,15,15,,,,15,15,,,0x81,0x81,0x81
0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81
0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81,0x81
